%C5%A1%C4%B7%C4%ABvjot%C4%81+kolonna-lv = deprecatedTerm-admn-sts
atkritumu+recikl%C4%93%C5%A1ana-lv = preferredTerm-admn-sts
ener%C4%A3ijas+atg%C5%AB%C5%A1ana-lv = preferredTerm-admn-sts
flotiles+admir%C4%81lis-lv = preferredTerm-admn-sts
l%C4%ABgumsl%C4%93dz%C4%93js-lv = deprecatedTerm-admn-sts
migr%C4%81cijas+mar%C5%A1ruts-lv = preferredTerm-admn-sts
neapzin%C4%81ts+apdraud%C4%93jums-lv = deprecatedTerm-admn-sts
regul%C4%93t%C4%81+tirg%C5%AB+netirgots+n%C4%81kotnes+l%C4%ABgums-lv = preferredTerm-admn-sts
satiksmes+virziena+puse-lv = admittedTerm-admn-sts
spriedzes+tests-lv = preferredTerm-admn-sts
tiesnesis%2C+kas+lietu+izskata+vienpersoniski-lv = supersededTerm-admn-sts
uztur%C4%93%C5%A1an%C4%81s%2C+kas+ilg%C4%81ka+par+trim+m%C4%93ne%C5%A1iem-lv = preferredTerm-admn-sts
v%C4%ABzu+izdev%C4%ABg%C4%81ka+ieg%C4%81de-lv = preferredTerm-admn-sts
Baltijas+j%C5%ABras+valstu+padomes+komis%C4%81rs+demokr%C4%81tisko+instit%C5%ABciju+un+cilv%C4%93kties%C4%ABbu%2C+ieskaitot+pie+maz%C4%81kumgrup%C4%81m+piedero%C5%A1o+personu+ties%C4%ABbu%2C+jaut%C4%81jumos-lv = deprecatedTerm-admn-sts
Eiropas+Telekomunik%C4%81ciju+regulatoru+grupa-lv = supersededTerm-admn-sts
Fl%C4%81mu+Brabantes+province-lv = preferredTerm-admn-sts
Inform%C4%81cijas+apmai%C5%86as+jaut%C4%81jumu+ad+hoc+grupa-lv = supersededTerm-admn-sts
Jabhat+al-Nusrah-lv = supersededTerm-admn-sts
Liel%C4%81+Londona-lv = preferredTerm-admn-sts
Pasaules+Pirmiedz%C4%ABvot%C4%81ju+padome-lv = supersededTerm-admn-sts
Phare+programma-lv = supersededTerm-admn-sts
Re%C4%A3ionu+politikas+%C4%A3ener%C4%81ldirektor%C4%81ts-lv = supersededTerm-admn-sts
Starptautisk%C4%81+Ol%C4%ABve%C4%BC%C4%BCas+padome-lv = deprecatedTerm-admn-sts
atbalsts+valodas+jaut%C4%81jumos-lv = preferredTerm-admn-sts
brem%C5%BEu+lukturis-lv = preferredTerm-admn-sts
fond%C4%93t%C4%81+pensija-lv = deprecatedTerm-admn-sts
fosil%C4%81+kurin%C4%81m%C4%81+elektrostacija-lv = preferredTerm-admn-sts
galvenais+dzin%C4%93js-lv = preferredTerm-admn-sts
iest%C4%81des%2C+strukt%C5%ABras%2C+biroji+un+a%C4%A3ent%C5%ABras-lv = preferredTerm-admn-sts
integr%C4%93tas+atgrie%C5%A1anas+p%C4%81rvald%C4%ABbas+lietotne-lv = supersededTerm-admn-sts
intelektiska+transporta+sist%C4%93ma-lv = preferredTerm-admn-sts
kaitnieciska+nodok%C4%BCu+konkurence-lv = deprecatedTerm-admn-sts
m%C5%AB+receptors-lv = deprecatedTerm-admn-sts
nelikum%C4%ABga+uztur%C4%93%C5%A1an%C4%81s-lv = preferredTerm-admn-sts
oblig%C4%81ts+atzinuma+piepras%C4%ABjums-lv = preferredTerm-admn-sts
past%C4%81v%C4%ABg%C4%81+izp%C4%93tes+grupa+%22P%C4%81rtikas+nodro%C5%A1in%C4%81jums%22-lv = supersededTerm-admn-sts
patst%C4%81v%C4%ABgas+uztur%C4%93%C5%A1an%C4%81s+ties%C4%ABbas-lv = preferredTerm-admn-sts
pieaicin%C4%81ts+revidents-lv = supersededTerm-admn-sts
spr%C4%81dzienb%C4%ABstamu+priek%C5%A1metu+izn%C4%ABcin%C4%81%C5%A1ana-lv = preferredTerm-admn-sts
vecu+cilv%C4%93ku+ties%C4%ABbas-lv = preferredTerm-admn-sts
veltnis-lv = deprecatedTerm-admn-sts
CAFA-lv = supersededTerm-admn-sts
ES+%C4%81rk%C4%81rtas+un+kr%C4%ABzes+situ%C4%81ciju+koordin%C4%81cijas+meh%C4%81nismi-lv = supersededTerm-admn-sts
Eiropas+Savien%C4%ABbas+J%C5%ABras+dro%C5%A1%C4%ABbas+strat%C4%93%C4%A3ija-lv = preferredTerm-admn-sts
Tehniskas+harmoniz%C4%81cijas+jaut%C4%81jumu+darba+grupa+%28rota%C4%BClietas%29-lv = supersededTerm-admn-sts
Uz%C5%86%C4%93m%C4%93jdarb%C4%ABbas+ties%C4%ABbu+jaut%C4%81jumu+darba+grupa+%28Otr%C4%81+direkt%C4%ABva%29-lv = supersededTerm-admn-sts
adsorb%C4%93jamie+halog%C4%93norganiskie+savienojumi-lv = preferredTerm-admn-sts
apkalpo%C5%A1ana+uz+zemes-lv = preferredTerm-admn-sts
atpaka%C4%BCievestas+preces-lv = deprecatedTerm-admn-sts
banku+inform%C4%81cijas+publisko%C5%A1ana-lv = preferredTerm-admn-sts
bremz%C4%93%C5%A1anas+veiktsp%C4%93ja-lv = preferredTerm-admn-sts
civilmilit%C4%81ra+vien%C4%ABba-lv = preferredTerm-admn-sts
divkont%C5%ABru+dal%C4%ABt%C4%81+brem%C5%BEu+sist%C4%93ma-lv = admittedTerm-admn-sts
elektrot%C4%ABkls-lv = preferredTerm-admn-sts
euro+zona-lv = deprecatedTerm-admn-sts
gametu+ziedo%C5%A1ana-lv = admittedTerm-admn-sts
kurin%C4%81m%C4%81+telpas+apsildes+katls-lv = preferredTerm-admn-sts
kvotas+piln%C4%ABga+apguve-lv = preferredTerm-admn-sts
mazas+noslodzes+transportl%C4%ABdzeklis-lv = preferredTerm-admn-sts
nelikum%C4%ABgas+iece%C4%BCo%C5%A1anas+un+uztur%C4%93%C5%A1an%C4%81s+nodro%C5%A1in%C4%81%C5%A1ana-lv = preferredTerm-admn-sts
nomin%C4%81l%C4%81+ievad%C4%ABt%C4%81+siltumjauda-lv = preferredTerm-admn-sts
pagaidu+aizdevums-lv = preferredTerm-admn-sts
pela%C4%A3iskais+p%C4%81ra+tralis-lv = preferredTerm-admn-sts
politiski+redzama+persona-lv = preferredTerm-admn-sts
puse-lv = preferredTerm-admn-sts
regul%C4%93t%C4%81+tirg%C5%AB+tirgots+n%C4%81kotnes+l%C4%ABgums-lv = preferredTerm-admn-sts
sa%C5%86%C4%93m%C4%93js+%C5%ABdensobjekts-lv = preferredTerm-admn-sts
st%C4%81%C5%A1an%C4%81s+sp%C4%93k%C4%81-lv = preferredTerm-admn-sts
virzienr%C4%81dis-lv = preferredTerm-admn-sts
%C4%81r%C4%93jie+dar%C4%ABjumi-lv = supersededTerm-admn-sts
A+%C4%A3ener%C4%81ldirektor%C4%81ts+%E2%80%93+Administr%C4%81cija-lv = supersededTerm-admn-sts
Eiropas+Kopienas+Hum%C4%81n%C4%81s+pal%C4%ABdz%C4%ABbas+birojs-lv = supersededTerm-admn-sts
InnovFin+garantijas+vid%C4%93ji+liela+kapit%C4%81la+uz%C5%86%C4%93mumiem-lv = preferredTerm-admn-sts
Nacion%C4%81l%C4%81+radio+un+telev%C4%ABzijas+padome-lv = supersededTerm-admn-sts
Protokols+par+Eiropas+Kopienas+dibin%C4%81%C5%A1anas+L%C4%ABguma+141.+pantu-lv = supersededTerm-admn-sts
Protokols+par+konver%C4%A3ences+krit%C4%93rijiem%2C+kas+min%C4%93ti+Eiropas+Kopienas+dibin%C4%81%C5%A1anas+l%C4%ABguma+121.+pant%C4%81-lv = supersededTerm-admn-sts
aizdedzes+sec%C4%ABba-lv = admittedTerm-admn-sts
aptur%C4%93%C5%A1anas+r%C4%ABkojums-lv = deprecatedTerm-admn-sts
gaisa+temperat%C5%ABras+dev%C4%93js-lv = admittedTerm-admn-sts
integr%C4%93ta+l%C4%93nin%C4%81t%C4%81ja+sist%C4%93ma-lv = preferredTerm-admn-sts
j%C5%ABrlietu+politika-lv = preferredTerm-admn-sts
kokaugiem+kl%C4%81ta+zeme-lv = preferredTerm-admn-sts
konfidenci%C4%81lais+konsultants-lv = preferredTerm-admn-sts
lidlauka+sniegtie+pakalpojumi-lv = deprecatedTerm-admn-sts
likv%C4%ABdi+pal%C4%ABgakt%C4%ABvi-lv = preferredTerm-admn-sts
loka+s%C4%93%C5%BEas+konfigur%C4%81cijai+atbilsto%C5%A1a+riepa-lv = supersededTerm-admn-sts
mikoze-lv = preferredTerm-admn-sts
mikrovi%C4%BC%C5%86u+pa%C4%81trin%C4%81t%C4%81jdobums-lv = preferredTerm-admn-sts
pakalpojums+ar+visp%C4%81r%C4%93ju+tautsaimniecisku+noz%C4%ABmi-lv = preferredTerm-admn-sts
pie%C5%86%C4%93mumu+sagatavo%C5%A1ana-lv = deprecatedTerm-admn-sts
pier%C4%81d%C4%ABjumu+svars-lv = preferredTerm-admn-sts
recikl%C4%93%C5%A1anas+efektivit%C4%81te-lv = preferredTerm-admn-sts
toksiskums-lv = preferredTerm-admn-sts
uztur%C4%93%C5%A1an%C4%81s+at%C4%BCauja+ar+nor%C4%81di+%22zin%C4%81%C5%A1anas+un+prasmes%22-lv = preferredTerm-admn-sts
virtu%C4%81las+test%C4%93%C5%A1anas+metode-lv = preferredTerm-admn-sts
133.+panta+komiteja+%28vietnieki%29-lv = supersededTerm-admn-sts
2.+direktor%C4%81ts+-+Tiesu+iest%C4%81%C5%BEu+sadarb%C4%ABba+civilliet%C4%81s+un+krimin%C4%81lliet%C4%81s%2C+policijas+un+muitas+sadarb%C4%ABba-lv = supersededTerm-admn-sts
ANO+Atbru%C5%86o%C5%A1an%C4%81s+lietu+departaments-lv = supersededTerm-admn-sts
Cilv%C4%93kties%C4%ABbu+veicin%C4%81%C5%A1anas+un+aizsardz%C4%ABbas+apak%C5%A1komisija-lv = supersededTerm-admn-sts
ES+un+Jap%C4%81nas+kontaktgrupa-lv = supersededTerm-admn-sts
EUCAP+NESTOR-lv = supersededTerm-admn-sts
FISH+%C4%A2D-lv = supersededTerm-admn-sts
LEADER-lv = supersededTerm-admn-sts
Tie%C5%A1o+maks%C4%81jumu+p%C4%81rvald%C4%ABbas+komiteja-lv = supersededTerm-admn-sts
aiztur%C4%93%C5%A1ana-lv = preferredTerm-admn-sts
aviop%C4%81rvad%C4%81jumi-lv = preferredTerm-admn-sts
bremzes+cilindra+virzulis-lv = preferredTerm-admn-sts
cie%C5%A1as+attiec%C4%ABbas-lv = preferredTerm-admn-sts
dzimumu+nevienl%C4%ABdz%C4%ABba-lv = preferredTerm-admn-sts
ier%C4%ABces+identific%C4%93%C5%A1ana-lv = deprecatedTerm-admn-sts
kopuz%C5%86%C4%93mums+IMI-lv = preferredTerm-admn-sts
labpr%C4%81t%C4%ABgas+izbrauk%C5%A1anas+termi%C5%86%C5%A1-lv = preferredTerm-admn-sts
miera+veido%C5%A1ana-lv = preferredTerm-admn-sts
motora+br%C4%ABvgaitas+grie%C5%A1an%C4%81s+frekvence-lv = admittedTerm-admn-sts
motora+darb%C4%ABbas+sec%C4%ABba-lv = preferredTerm-admn-sts
norunas+atbilst%C4%ABba-lv = deprecatedTerm-admn-sts
samaks%C4%81tais+pamatkapit%C4%81ls-lv = preferredTerm-admn-sts
teflons-lv = deprecatedTerm-admn-sts
telpas+apsildes+katls-lv = preferredTerm-admn-sts
uz%C5%86%C4%93m%C4%93ja+valsts-lv = admittedTerm-admn-sts
v%C4%ABzas+anul%C4%93%C5%A1ana-lv = preferredTerm-admn-sts
1.+direktor%C4%81ts+-+Tirgu+organiz%C4%81cija%2C+veterin%C4%81rijas+un+zootehnikas+jaut%C4%81jumi+%28ar%C4%AB+starptautiski+aspekti%29-lv = supersededTerm-admn-sts
CTMR-lv = supersededTerm-admn-sts
Izgl%C4%ABt%C4%ABbas+un+kult%C5%ABras+%C4%A3ener%C4%81ldirektor%C4%81ts-lv = supersededTerm-admn-sts
Maks%C4%81jumu+un+nor%C4%93%C4%B7inu+sist%C4%93mu+komiteja-lv = supersededTerm-admn-sts
Protokola+un+konferen%C4%8Du+direktor%C4%81ts-lv = supersededTerm-admn-sts
Protokols+par+ekonomisko+un+soci%C4%81lo+koh%C4%93ziju-lv = supersededTerm-admn-sts
Starptautisk%C4%81+muitas+proced%C5%ABru+vienk%C4%81r%C5%A1o%C5%A1anas+un+saska%C5%86o%C5%A1anas+konvencija-lv = preferredTerm-admn-sts
aprites+cikla+puses+v%C4%93rt%C4%ABba-lv = deprecatedTerm-admn-sts
elektrostacija-lv = preferredTerm-admn-sts
plastmasa-lv = preferredTerm-admn-sts
sateces+baseins-lv = preferredTerm-admn-sts
vairs+netirgoti+darbi-lv = preferredTerm-admn-sts
Da%C5%BE%C4%81du+intere%C5%A1u+grupa-lv = supersededTerm-admn-sts
Dro%C5%A1%C4%ABbas+dienests-lv = supersededTerm-admn-sts
EIB+Rev%C4%ABzijas+komitejas+locek%C4%BCu+r%C4%ABc%C4%ABbas+kodekss-lv = preferredTerm-admn-sts
Eiropas+Antimikrob%C4%81s+rezistences+uzraudz%C4%ABbas+sist%C4%93ma-lv = supersededTerm-admn-sts
Eiropas+Rasisma+un+ksenofobijas+uzraudz%C4%ABbas+centrs-lv = supersededTerm-admn-sts
Komitolo%C4%A3ijas+regula-lv = deprecatedTerm-admn-sts
dubultrite%C5%86i-lv = preferredTerm-admn-sts
galvkr%C5%AB%C5%A1u+vairogs-lv = preferredTerm-admn-sts
ilgsto%C5%A1s+bezdarbs-lv = preferredTerm-admn-sts
pa%C4%81trin%C4%81tais+process-lv = deprecatedTerm-admn-sts
perigeja+dzin%C4%93js-lv = preferredTerm-admn-sts
pl%C5%ABdmai%C5%86u+ener%C4%A3ija-lv = preferredTerm-admn-sts
re%C4%A3ion%C4%81l%C4%81+atbalsta+pl%C4%81ns-lv = deprecatedTerm-admn-sts
sabiedrisk%C4%81+integr%C4%81cija-lv = admittedTerm-admn-sts
starptautisk%C4%81s+ties%C4%ABbas-lv = preferredTerm-admn-sts
zil%C4%81+izaugsme-lv = preferredTerm-admn-sts
Eiropas+Invest%C4%ABciju+bankas+Darbinieku+p%C4%81rst%C4%81vju+kol%C4%93%C4%A3ija-lv = preferredTerm-admn-sts
Ekonomikas+un+soci%C4%81lo+lietu+komiteja-lv = supersededTerm-admn-sts
Pirmtirgus+iniciat%C4%ABva+Eiropai-lv = preferredTerm-admn-sts
Protokols%2C+kas+pievienots+L%C4%ABgumam+par+Eiropas+Savien%C4%ABbu+un+Eiropas+Kopienu+dibin%C4%81%C5%A1anas+l%C4%ABgumiem-lv = supersededTerm-admn-sts
Re%C4%A3ion%C4%81lais+bru%C5%86ojuma+kontroles+atbalsta+centrs+RACVIAC-lv = supersededTerm-admn-sts
Sapr%C4%81t%C4%ABgas+ener%C4%A3%C4%93tikas+izpilda%C4%A3ent%C5%ABra-lv = supersededTerm-admn-sts
Tiesu+iest%C4%81%C5%BEu+sadarb%C4%ABbas+civilliet%C4%81s+un+krimin%C4%81lliet%C4%81s+un+policijas+un+muitas+sadarb%C4%ABbas+direktor%C4%81ts-lv = supersededTerm-admn-sts
Visp%C4%81r%C4%93ji+politikas+jaut%C4%81jumi+un+iest%C4%81%C5%BEu+attiec%C4%ABbas-lv = supersededTerm-admn-sts
atstarot%C4%81jda%C4%BCi%C5%86u+izmet%C4%93js-lv = preferredTerm-admn-sts
bud%C5%BEeta+l%C4%ABdzek%C4%BCu+sadale+p%C4%93c+darb%C4%ABbas+jom%C4%81m-lv = admittedTerm-admn-sts
centr%C4%81lapsildes+sist%C4%93ma-lv = preferredTerm-admn-sts
eksport%C4%93t%C4%81jvalsts-lv = preferredTerm-admn-sts
granulometriskais+sast%C4%81vs-lv = preferredTerm-admn-sts
hroniska+sirds+mazsp%C4%93ja-lv = preferredTerm-admn-sts
ieskaits-lv = deprecatedTerm-admn-sts
integr%C4%93tas+gazifik%C4%81cijas+kombin%C4%93t%C4%81+cikla+elektrostacija-lv = preferredTerm-admn-sts
konkur%C4%93jo%C5%A1a+kontroles+grupa-lv = deprecatedTerm-admn-sts
l%C4%ABgums+par+akt%C4%ABvu+p%C4%81rdo%C5%A1anu+ar+atpirk%C5%A1anu-lv = preferredTerm-admn-sts
labs+lauksaimniec%C4%ABbas+un+vides+st%C4%81voklis-lv = preferredTerm-admn-sts
netie%C5%A1a+p%C4%81rvald%C4%ABba-lv = preferredTerm-admn-sts
piesaist%C4%ABt+kapit%C4%81lu-lv = preferredTerm-admn-sts
politikas+darb%C4%ABba-lv = admittedTerm-admn-sts
pr%C4%93mijas+amortiz%C4%81cija-lv = preferredTerm-admn-sts
siltump%C4%81rnese-lv = preferredTerm-admn-sts
soci%C4%81l%C4%81s+t%C4%ABklo%C5%A1an%C4%81s+pakalpojums-lv = preferredTerm-admn-sts
t%C4%93m%C4%93%C5%A1ana-lv = deprecatedTerm-admn-sts
tiesu+ekspert%C4%ABze-lv = preferredTerm-admn-sts
tirgsp%C4%93ja-lv = preferredTerm-admn-sts
v%C4%ABza-lv = preferredTerm-admn-sts
vad%C4%ABt%C4%81ja+iesaistes+sist%C4%93ma-lv = preferredTerm-admn-sts
zieme%C4%BCu+heka+kr%C4%81jums-lv = deprecatedTerm-admn-sts
%C4%80KK+un+EK+V%C4%93stnieku+komiteja-lv = supersededTerm-admn-sts
%C4%81rzemju+students-lv = admittedTerm-admn-sts
1.+direktor%C4%81ts+-+Patv%C4%93ruma+jaut%C4%81jumi%2C+v%C4%ABzas%2C+imigr%C4%81cija%2C+robe%C5%BEas%2C+%C5%A0engenas+jaut%C4%81jumi-lv = supersededTerm-admn-sts
Dro%C5%A1%C4%ABbas+komiteja+%28INFOSEC%29-lv = supersededTerm-admn-sts
ERA-lv = preferredTerm-admn-sts
Inform%C4%81cijas+aizsardz%C4%ABbas+noda%C4%BCa-lv = supersededTerm-admn-sts
atvasin%C4%81tais+bezietekmes+l%C4%ABmenis-lv = preferredTerm-admn-sts
augsti+patog%C4%93n%C4%81+putnu+gripa-lv = preferredTerm-admn-sts
beigupunkts-lv = preferredTerm-admn-sts
biob%C4%81z%C4%93ts-lv = preferredTerm-admn-sts
cirkul%C4%81r%C4%81+migr%C4%81cija-lv = preferredTerm-admn-sts
datub%C4%81ze-lv = preferredTerm-admn-sts
dz%C4%ABvesvietu+apliecino%C5%A1i+dokumenti-lv = preferredTerm-admn-sts
elast%C4%ABbas+instruments-lv = preferredTerm-admn-sts
improviz%C4%93ta+spr%C4%81gstier%C4%ABce-lv = preferredTerm-admn-sts
koksa+ogles-lv = preferredTerm-admn-sts
komitolo%C4%A3ija-lv = deprecatedTerm-admn-sts
kont%C5%ABru+mar%C4%B7%C4%93jums-lv = preferredTerm-admn-sts
lietiskais+internets-lv = supersededTerm-admn-sts
likum%C4%ABga+migr%C4%81cija-lv = preferredTerm-admn-sts
neatbilst%C4%ABga+tranz%C4%ABtmigr%C4%81cija-lv = preferredTerm-admn-sts
nep%C4%81rtrauktas+vad%C4%AB%C5%A1anas+ilgums-lv = deprecatedTerm-admn-sts
oglek%C4%BCa+p%C4%93da-lv = preferredTerm-admn-sts
pamatizgl%C4%ABt%C4%ABbas+otrais+posms-lv = preferredTerm-admn-sts
re%C4%A3istr%C4%81cijas+aizmugur%C4%93j%C4%81s+numura+z%C4%ABmes+apgaismojuma+ier%C4%ABce-lv = preferredTerm-admn-sts
rentgenstaru+impuls%C4%A3enerators-lv = preferredTerm-admn-sts
samierin%C4%81%C5%A1anas+proced%C5%ABra-lv = preferredTerm-admn-sts
saus%C4%81+d%C5%ABmg%C4%81zu+ats%C4%93ro%C5%A1ana-lv = preferredTerm-admn-sts
sekojo%C5%A1%C4%81+aptur%C4%93%C5%A1ana-lv = deprecatedTerm-admn-sts
siltumn%C4%ABcefekta+g%C4%81zu+emisija-lv = preferredTerm-admn-sts
vec%C4%81ku+vara-lv = supersededTerm-admn-sts
ANO+Klimata+p%C4%81rmai%C5%86u+konference-lv = preferredTerm-admn-sts
Centr%C4%81l%C4%81s+Eiropas+un+dienvidaustrumeiropas+jaut%C4%81jumu+darba+grupa-lv = supersededTerm-admn-sts
EIB+Rev%C4%ABzijas+komitejas+locek%C4%BCu+uzved%C4%ABbas+kodekss-lv = deprecatedTerm-admn-sts
LTV-lv = admittedTerm-admn-sts
Padomes+Direkt%C4%ABva+par+minim%C4%81liem+standartiem+attiec%C4%ABb%C4%81+uz+dal%C4%ABbvalstu+proced%C5%ABr%C4%81m%2C+ar+kur%C4%81m+pie%C5%A1%C4%B7ir+un+at%C5%86em+b%C4%93g%C4%BCa+statusu-lv = supersededTerm-admn-sts
Protokols+par+Tiesas+Stat%C5%ABtiem-lv = supersededTerm-admn-sts
Tirdzniec%C4%ABbas+politikas+komiteja+%28pakalpojumi+un+invest%C4%ABcijas%29-lv = supersededTerm-admn-sts
Tirgu+organiz%C4%81cijas%2C+veterin%C4%81rijas+un+zootehnikas+jaut%C4%81jumu+%28ar%C4%AB+starptautisku+aspektu%29+direktor%C4%81ts-lv = supersededTerm-admn-sts
Ung%C4%81rijas+Republika-lv = supersededTerm-admn-sts
adrenal%C4%ABns-lv = preferredTerm-admn-sts
apme%C5%A1an%C4%81s+vietu+apliecino%C5%A1i+dokumenti-lv = admittedTerm-admn-sts
bezatsitiena+ierocis-lv = preferredTerm-admn-sts
fotoelektronpavairot%C4%81jlampa-lv = preferredTerm-admn-sts
grupa+%22Kr%C4%ABze+autob%C5%ABves+nozar%C4%93%22-lv = supersededTerm-admn-sts
iepl%C5%ABdes+kolektors-lv = preferredTerm-admn-sts
main%C4%81ms+kravas+nodal%C4%ABjums+-+cisterna-lv = admittedTerm-admn-sts
miokarda+kontraktilit%C4%81te-lv = preferredTerm-admn-sts
motora+darba+tilpums-lv = admittedTerm-admn-sts
mun%C4%ABcija+ar+aizdedzino%C5%A1%C4%81m+lod%C4%93m-lv = preferredTerm-admn-sts
neat%C4%BCauta+iejauk%C5%A1an%C4%81s-lv = preferredTerm-admn-sts
p%C4%81rrobe%C5%BEu+darba+%C5%86%C4%93m%C4%93js-lv = preferredTerm-admn-sts
past%C4%81v%C4%ABga+uztur%C4%93%C5%A1an%C4%81s-lv = admittedTerm-admn-sts
pel%C4%93k%C4%81+%C4%ABsradzes+haizivs-lv = deprecatedTerm-admn-sts
radi%C4%81lkorda+riepa-lv = admittedTerm-admn-sts
reprodukt%C4%ABv%C4%81+sp%C4%93ja-lv = admittedTerm-admn-sts
steidzam%C4%ABbas+tiesved%C4%ABba-lv = preferredTerm-admn-sts
strat%C4%93%C4%A3ija+%22Eiropa+2020%22-lv = preferredTerm-admn-sts
sve%C5%A1zemju+suga-lv = preferredTerm-admn-sts
taktiskie+aviop%C4%81rvad%C4%81jumi-lv = preferredTerm-admn-sts
telev%C4%ABzijas+uztv%C4%93r%C4%93js-lv = preferredTerm-admn-sts
trialoga+proced%C5%ABra-lv = preferredTerm-admn-sts
vec%C4%81ku+varas+at%C5%86em%C5%A1ana-lv = admittedTerm-admn-sts
vieglais+komerci%C4%81lais+transportl%C4%ABdzeklis-lv = preferredTerm-admn-sts
vis%C4%81s+trans-poz%C4%ABcij%C4%81s+aizvietots+zeaksant%C4%ABns-lv = deprecatedTerm-admn-sts
1.+direktor%C4%81ts+-+Vide-lv = supersededTerm-admn-sts
1A+direktor%C4%81ts+-+Iek%C5%A1%C4%93jais+tirgus%2C+vide%2C+transports-lv = supersededTerm-admn-sts
ES+un+%C4%80KK+koordin%C4%81cijas+komiteja-lv = preferredTerm-admn-sts
Eiropas+Policijas+akad%C4%93mija-lv = supersededTerm-admn-sts
Starptautiskais+dz%C4%ABvnieku+vesel%C4%ABbas+kodekss-lv = supersededTerm-admn-sts
TA-lv = supersededTerm-admn-sts
UNOCA-lv = supersededTerm-admn-sts
arh%C4%ABvtelev%C4%ABzija-lv = preferredTerm-admn-sts
b%C4%81re%C5%86z%C4%81les-lv = preferredTerm-admn-sts
deklar%C4%81cija+par+p%C4%81rskatu+ticam%C4%ABbu+un+pak%C4%81rtoto+dar%C4%ABjumu+likum%C4%ABbu+un+pareiz%C4%ABbu-lv = preferredTerm-admn-sts
elektroniskie+sakari-lv = preferredTerm-admn-sts
gatav%C4%ABbas+papildrezerve-lv = supersededTerm-admn-sts
infrasarkanais+sild%C4%ABt%C4%81js-lv = preferredTerm-admn-sts
j%C5%ABgstie%C5%86a+piekabe-lv = admittedTerm-admn-sts
klimata+p%C4%81rmai%C5%86u+apkaro%C5%A1anas+finans%C4%93jums-lv = deprecatedTerm-admn-sts
lab%C4%81ko+cenu+sweep+r%C4%ABkojums-lv = deprecatedTerm-admn-sts
likumdev%C4%93js-lv = preferredTerm-admn-sts
nel%C4%ABdzsvarot%C4%ABbas+r%C4%ABkojums-lv = deprecatedTerm-admn-sts
nenosak%C4%81mu+autorties%C4%ABbu+darbs-lv = preferredTerm-admn-sts
nep%C4%81rvarama+vara-lv = preferredTerm-admn-sts
parastie+iero%C4%8Di-lv = preferredTerm-admn-sts
pussaus%C4%81s+ats%C4%93ro%C5%A1anas+process-lv = preferredTerm-admn-sts
sa%C5%A1%C5%ABtas+CMC+n%C4%81trija+s%C4%81ls-lv = preferredTerm-admn-sts
slapj%C4%81+d%C5%ABmg%C4%81zu+ats%C4%93ro%C5%A1ana-lv = preferredTerm-admn-sts
starpsavienot%C4%81js-lv = preferredTerm-admn-sts
tranz%C4%ABtvalsts-lv = preferredTerm-admn-sts
uztur%C4%93%C5%A1an%C4%81s+at%C4%BCauja+ar+nor%C4%81di+%22pension%C4%81rs%22-lv = preferredTerm-admn-sts
Atlantijas+pelam%C4%ABda-lv = preferredTerm-admn-sts
Eiropas+Savien%C4%ABbas+pilsonis-lv = preferredTerm-admn-sts
Hum%C4%81n%C4%81s+pal%C4%ABdz%C4%ABbas+%C4%A2D-lv = supersededTerm-admn-sts
Institucion%C4%81lu+jaut%C4%81jumu%2C+bud%C5%BEeta+un+Civildienesta+noteikumu+direktor%C4%81ts-lv = supersededTerm-admn-sts
L%C4%ABgums+par+intelektu%C4%81l%C4%81+%C4%ABpa%C5%A1uma+ties%C4%ABbu+komercaspektiem-lv = preferredTerm-admn-sts
Padomes+%C4%A3ener%C4%81lsekret%C4%81rs-lv = preferredTerm-admn-sts
Pat%C4%93r%C4%93t%C4%81ju%2C+vesel%C4%ABbas+un+p%C4%81rtikas+izpilda%C4%A3ent%C5%ABra-lv = supersededTerm-admn-sts
TI-RELEX+ad+hoc+atbalsta+grupa-lv = supersededTerm-admn-sts
ci%C4%81nkobalam%C4%ABns-lv = preferredTerm-admn-sts
hipotonija-lv = deprecatedTerm-admn-sts
iepriek%C5%A1%C4%93j%C4%81+finans%C4%93juma+procenti-lv = deprecatedTerm-admn-sts
ikdien%C4%93ja+m%C4%81c%C4%AB%C5%A1an%C4%81s-lv = preferredTerm-admn-sts
inform%C4%81cijas+aizsardz%C4%ABba-lv = preferredTerm-admn-sts
lapu+k%C4%81posts-lv = preferredTerm-admn-sts
liesmumet%C4%93js-lv = preferredTerm-admn-sts
ties%C4%ABbas+br%C4%ABvi+p%C4%81rvietoties-lv = preferredTerm-admn-sts
tur%C4%93t%C4%81jbanka-lv = preferredTerm-admn-sts
vienreiz%C4%93js+maks%C4%81jums-lv = supersededTerm-admn-sts
%5Bemigr%C4%81cijas%5D+dzin%C4%93jfaktors-lv = preferredTerm-admn-sts
2.+direktor%C4%81ts+-+P%C4%81rredzam%C4%ABba-lv = supersededTerm-admn-sts
Biodegvielas+ilgtsp%C4%93jas+krit%C4%93riju+jaut%C4%81jumu+ad+hoc+darba+grupa-lv = supersededTerm-admn-sts
Eiropas+Kopienu+Civildienesta+noteikumi+un+Eiropas+Kopienu+p%C4%81r%C4%93jo+darbinieku+nodarbin%C4%81%C5%A1anas+k%C4%81rt%C4%ABba-lv = supersededTerm-admn-sts
