%28production+de%29+gaz+%C3%A0+partir+d%27%C3%A9lectricit%C3%A9-fr = preferredTerm-admn-sts
champ+visuel-fr = preferredTerm-admn-sts
charge+par+essieu-fr = preferredTerm-admn-sts
commissaire+charg%C3%A9+de+l%27action+pour+le+climat-fr = supersededTerm-admn-sts
commissaire+charg%C3%A9+de+la+strat%C3%A9gie+num%C3%A9rique-fr = supersededTerm-admn-sts
d%C3%A9bit+sur+internet-fr = admittedTerm-admn-sts
descendant+direct-fr = admittedTerm-admn-sts
diffusion+syst%C3%A9matique+sur+la+toile-fr = preferredTerm-admn-sts
dispositif+destin%C3%A9+au+diagnostic+in+vitro-fr = supersededTerm-admn-sts
eurozone-fr = admittedTerm-admn-sts
groupe+consultatif+interne+UE-Am%C3%A9rique+centrale-fr = preferredTerm-admn-sts
groupe+d%E2%80%99%C3%A9tude+permanent+sur+la+coordination+des+politiques+%C3%A9conomiques-fr = supersededTerm-admn-sts
infection+%C3%A0+Burkholderia+mallei-fr = preferredTerm-admn-sts
instrument+financier+communautaire-fr = supersededTerm-admn-sts
l%C3%A9gislateur+communautaire-fr = supersededTerm-admn-sts
notes+explicatives+de+la+nomenclature+combin%C3%A9e+de+l%27Union+europ%C3%A9enne-fr = preferredTerm-admn-sts
obligation+de+quitter+le+territoire-fr = preferredTerm-admn-sts
protection+%C3%A0+l%27int%C3%A9rieur+du+pays+d%27origine-fr = preferredTerm-admn-sts
renaturalisation-fr = deprecatedTerm-admn-sts
renaturation-fr = admittedTerm-admn-sts
surveillance+aux+fronti%C3%A8res-fr = admittedTerm-admn-sts
syst%C3%A8me+de+diligence+raisonn%C3%A9e-fr = preferredTerm-admn-sts
tableau+d%27affichage+%C3%A9lectronique-fr = preferredTerm-admn-sts
violations+flagrantes+des+droits+humains-fr = admittedTerm-admn-sts
wolfram-fr = supersededTerm-admn-sts
%C3%A9olienne+%C3%A0+pas+fixe-fr = preferredTerm-admn-sts
AATL-fr = supersededTerm-admn-sts
ARMPC-fr = deprecatedTerm-admn-sts
Caisse+du+FEM-fr = preferredTerm-admn-sts
Comit%C3%A9+nig%C3%A9rian+de+d%C3%A9fense+des+droits+humains-fr = admittedTerm-admn-sts
Forum+mondial+de+lutte+contre+le+terrorisme-fr = preferredTerm-admn-sts
Initiative+mondiale+des+Nations+Unies+contre+la+traite+des+%C3%AAtres+humains-fr = preferredTerm-admn-sts
Institut+Suisse+de+Recherches+Exp%C3%A9rimentales+sur+le+Cancer-fr = supersededTerm-admn-sts
Kowe%C3%AFt-fr = preferredTerm-admn-sts
Plateforme+europ%C3%A9enne+de+la+soci%C3%A9t%C3%A9+civile+pour+l%27%C3%A9ducation+et+la+formation+tout+au+long+de+la+vie-fr = supersededTerm-admn-sts
amendement+calcique-fr = supersededTerm-admn-sts
captation+de+la+r%C3%A9glementation-fr = preferredTerm-admn-sts
centre+r%C3%A9gional+pour+l%27Europe+du+Sud-Est+d%27%C3%A9change+d%27informations+pour+la+r%C3%A9duction+des+armes+l%C3%A9g%C3%A8res-fr = supersededTerm-admn-sts
comit%C3%A9+international+des+normes+d%27%C3%A9valuation-fr = supersededTerm-admn-sts
consentement+pr%C3%A9alable+en+connaissance+de+cause-fr = preferredTerm-admn-sts
gaz+r%C3%A9siduaires-fr = preferredTerm-admn-sts
hydrocyclone-fr = preferredTerm-admn-sts
loi+europ%C3%A9enne-fr = supersededTerm-admn-sts
maladie+de+Talfan-fr = supersededTerm-admn-sts
membre+du+Comit%C3%A9+%C3%A9conomique+et+social+europ%C3%A9en-fr = preferredTerm-admn-sts
mortalit%C3%A9+%C3%A9vitable+gr%C3%A2ce+au+syst%C3%A8me+de+soins-fr = preferredTerm-admn-sts
ouverture+des+donn%C3%A9es+publiques-fr = preferredTerm-admn-sts
palourde-fr = preferredTerm-admn-sts
personne+ayant+une+d%C3%A9ficience+visuelle-fr = preferredTerm-admn-sts
pertes+et+pr%C3%A9judices-fr = preferredTerm-admn-sts
prolongation+du+droit+de+s%C3%A9jour-fr = admittedTerm-admn-sts
Association+des+villes+pour+le+recyclage-fr = supersededTerm-admn-sts
CIB-fr = supersededTerm-admn-sts
CMIT-fr = supersededTerm-admn-sts
Chambre+de+travail-fr = supersededTerm-admn-sts
Guatemala-fr = preferredTerm-admn-sts
MMP-fr = preferredTerm-admn-sts
Nouvelle+initiative+africaine-fr = supersededTerm-admn-sts
OMCI-fr = supersededTerm-admn-sts
Observatoire+du+march%C3%A9+du+travail+europ%C3%A9en-fr = supersededTerm-admn-sts
SGDN-fr = supersededTerm-admn-sts
TFOM-fr = deprecatedTerm-admn-sts
arme+%C3%A0+calibres+mixtes-fr = admittedTerm-admn-sts
arme+conventionnelle-fr = preferredTerm-admn-sts
autorisation+d%27emploi-fr = admittedTerm-admn-sts
biocide-fr = deprecatedTerm-admn-sts
carte+de+s%C3%A9jour+des+Communaut%C3%A9s+europ%C3%A9ennes-fr = supersededTerm-admn-sts
comit%C3%A9+consultatif+mixte+UE-Mont%C3%A9n%C3%A9gro-fr = preferredTerm-admn-sts
d%C3%A9cision+relative+%C3%A0+la+pertinence+de+la+protection-fr = deprecatedTerm-admn-sts
divorce+pour+rupture+de+la+vie+commune-fr = supersededTerm-admn-sts
gyrodactylose+%28Gyrodactylus+salaris%29-fr = preferredTerm-admn-sts
m%C3%A9canisme+communautaire+de+protection+civile-fr = supersededTerm-admn-sts
m%C3%A9tier-fr = admittedTerm-admn-sts
mod%C3%A8le+d%27%C2%ABoctroi+et+d%C3%A9tention%C2%BB-fr = preferredTerm-admn-sts
plan+d%E2%80%99action+sur+la+lutte+contre+le+financement+du+terrorisme-fr = admittedTerm-admn-sts
pr%C3%A9d%C3%A9cesseur+l%C3%A9gal-fr = deprecatedTerm-admn-sts
quench-fr = admittedTerm-admn-sts
s%C3%A9jour+sup%C3%A9rieur+%C3%A0+trois+mois-fr = admittedTerm-admn-sts
somatotrophine+porcine-fr = preferredTerm-admn-sts
superficie+agricole+utile-fr = preferredTerm-admn-sts
toxicomane+%C3%A0+haut+risque-fr = deprecatedTerm-admn-sts
travailleur+faiblement+qualifi%C3%A9-fr = deprecatedTerm-admn-sts
tribunal+de+premi%C3%A8re+instance-fr = supersededTerm-admn-sts
x%C3%A9nobiotique-fr = preferredTerm-admn-sts
%C3%A9tude+de+biodisponibilit%C3%A9-fr = preferredTerm-admn-sts
Agence+panafricaine+d%27information-fr = admittedTerm-admn-sts
BENSC-fr = supersededTerm-admn-sts
Coll%C3%A8ge+europ%C3%A9en+de+police-fr = supersededTerm-admn-sts
Comit%C3%A9+des+mouvements+de+capitaux+et+des+transactions+invisibles-fr = supersededTerm-admn-sts
Comit%C3%A9+directeur+de+l%27AIE-fr = supersededTerm-admn-sts
Commission+internationale+de+police+criminelle-fr = supersededTerm-admn-sts
Conseil+des+barreaux+de+la+Communaut%C3%A9+europ%C3%A9enne-fr = supersededTerm-admn-sts
Cour+d%27Arbitrage-fr = supersededTerm-admn-sts
Direction+2+-+Justice-fr = supersededTerm-admn-sts
Direction+g%C3%A9n%C3%A9rale+de+la+p%C3%AAche-fr = supersededTerm-admn-sts
Ligue+r%C3%A9volutionnaire+des+travailleurs-fr = supersededTerm-admn-sts
RPC-fr = supersededTerm-admn-sts
brigade+de+renseignement+et+de+guerre+%C3%A9lectronique-fr = supersededTerm-admn-sts
chlorodifluorom%C3%A9thane-fr = preferredTerm-admn-sts
coentreprise-fr = preferredTerm-admn-sts
communication+d%27entreprise-fr = preferredTerm-admn-sts
conicit%C3%A9-fr = preferredTerm-admn-sts
contr%C3%B4le+plus+approfondi-fr = deprecatedTerm-admn-sts
convention+de+Dublin+sur+le+droit+d%27asile-fr = admittedTerm-admn-sts
cumin-fr = deprecatedTerm-admn-sts
diffusion+pour+baladeur-fr = preferredTerm-admn-sts
direction+centrale+du+renseignement+int%C3%A9rieur-fr = supersededTerm-admn-sts
dosse-fr = preferredTerm-admn-sts
droit+d%27intervention+humanitaire-fr = preferredTerm-admn-sts
enc%C3%A9phalomy%C3%A9lite+%C3%A9quine+v%C3%A9n%C3%A9zu%C3%A9lienne-fr = preferredTerm-admn-sts
exposition+maximale+agr%C3%A9g%C3%A9e-fr = preferredTerm-admn-sts
extinction+de+g%C3%A8nes-fr = preferredTerm-admn-sts
infection+%C3%A0+Echinococcus+multilocularis-fr = preferredTerm-admn-sts
infestation+par+Aethina+tumida-fr = preferredTerm-admn-sts
march%C3%A9+portant+sur+les+achats+et+locations+d%27immeubles-fr = supersededTerm-admn-sts
plan+europ%C3%A9en+de+relance+%C3%A9conomique-fr = admittedTerm-admn-sts
politique+de+d%C3%A9veloppement-fr = preferredTerm-admn-sts
prix+spot-fr = admittedTerm-admn-sts
proc%C3%A9dure+de+v%C3%A9rification-fr = supersededTerm-admn-sts
recyclage+valorisant-fr = preferredTerm-admn-sts
refus+de+la+demande+d%27asile-fr = admittedTerm-admn-sts
renforcement+des+capacit%C3%A9s-fr = preferredTerm-admn-sts
renonciation+%C3%A0+l%E2%80%99%C3%A9laboration+d%E2%80%99un+avis+ou+d%E2%80%99un+rapport-fr = supersededTerm-admn-sts
syst%C3%A8me+communautaire+d%27%C3%A9change+de+quotas+d%27%C3%A9mission-fr = supersededTerm-admn-sts
th%C3%A9orie+de+l%E2%80%99%C3%A9l%C3%A9ment+de+pale-quantit%C3%A9+de+mouvement-fr = preferredTerm-admn-sts
trait%C3%A9+instituant+la+Communaut%C3%A9+europ%C3%A9enne-fr = supersededTerm-admn-sts
transfert+temporaire+intragroupe-fr = preferredTerm-admn-sts
CIME-fr = supersededTerm-admn-sts
Conseil+des+r%C3%A9gions+d%27Europe-fr = supersededTerm-admn-sts
DG+March%C3%A9+int%C3%A9rieur-fr = supersededTerm-admn-sts
Ligue+communiste+r%C3%A9volutionaire-fr = supersededTerm-admn-sts
Union+%C3%A9conomique+Benelux-fr = supersededTerm-admn-sts
commission+comp%C3%A9tente+au+fond-fr = preferredTerm-admn-sts
directive+%22qualification%22-fr = deprecatedTerm-admn-sts
information+anticip%C3%A9e+sur+les+passagers-fr = deprecatedTerm-admn-sts
membre-fr = preferredTerm-admn-sts
redevance-fr = preferredTerm-admn-sts
Comit%C3%A9+du+d%C3%A9sarmement-fr = supersededTerm-admn-sts
Conseil+EJC-fr = supersededTerm-admn-sts
Groupe+de+travail+sur+la+Charte-fr = supersededTerm-admn-sts
Office+de+Recherches+et+d%27Essais-fr = supersededTerm-admn-sts
Organisation+commune+africaine+et+malgache-fr = supersededTerm-admn-sts
POSL-fr = supersededTerm-admn-sts
allocation+de+transition-fr = admittedTerm-admn-sts
atteint+de+handicaps+multiples-fr = deprecatedTerm-admn-sts
autorisation+conf%C3%A9rant+un+droit+de+s%C3%A9jour-fr = admittedTerm-admn-sts
batterie+%C3%A0+ailettes-fr = admittedTerm-admn-sts
mariage+forc%C3%A9-fr = preferredTerm-admn-sts
morphose-fr = preferredTerm-admn-sts
navire+jack-up-fr = deprecatedTerm-admn-sts
proc%C3%A9dure+Lamfalussy-fr = deprecatedTerm-admn-sts
r%C3%A8glement+unique-fr = supersededTerm-admn-sts
r%C3%A9gion+moins+d%C3%A9velopp%C3%A9e-fr = preferredTerm-admn-sts
ressortissant+de+l%27UE-fr = admittedTerm-admn-sts
statistiques+communautaires+sur+le+revenu+et+les+conditions+de+vie-fr = supersededTerm-admn-sts
%C3%89tat+membre+h%C3%B4te-fr = admittedTerm-admn-sts
%C3%A9cole+gardienne-fr = supersededTerm-admn-sts
Agence+ex%C3%A9cutive+pour+la+sant%C3%A9+et+les+consommateurs-fr = supersededTerm-admn-sts
Association+des+Fran%C3%A7ais+fonctionnaires+des+C.E.-fr = supersededTerm-admn-sts
Bureau+de+projet+de+police+allemand-fr = supersededTerm-admn-sts
Bureau+du+Moyen-Orient-fr = supersededTerm-admn-sts
Centre+d%27information%2C+de+r%C3%A9flexion+et+d%27%C3%A9changes+en+mati%C3%A8re+d%27asile-fr = supersededTerm-admn-sts
Conseil+%22Transport+et+t%C3%A9l%C3%A9communications%22-fr = supersededTerm-admn-sts
Conseil+international+du+bl%C3%A9-fr = supersededTerm-admn-sts
D%C3%A9partement+des+affaires+humanitaires+%5Bdes+Nations+unies%5D-fr = supersededTerm-admn-sts
DG+C-fr = supersededTerm-admn-sts
EACI-fr = supersededTerm-admn-sts
Forum+mondial+de+recherche+agricole-fr = supersededTerm-admn-sts
Groupe+%22Elargissement%22-fr = supersededTerm-admn-sts
Journ%C3%A9e+europ%C3%A9enne+d%27information+sur+les+antibiotiques-fr = preferredTerm-admn-sts
PARAFES-fr = supersededTerm-admn-sts
RP-fr = admittedTerm-admn-sts
SJC-fr = supersededTerm-admn-sts
Secr%C3%A9tariat+g%C3%A9n%C3%A9ral+de+la+d%C3%A9fense+nationale-fr = supersededTerm-admn-sts
Unit%C3%A9+%22Protection+des+ICUE%22-fr = supersededTerm-admn-sts
centre+de+donn%C3%A9es-fr = preferredTerm-admn-sts
chaland+de+transport+de+mat%C3%A9riel-fr = deprecatedTerm-admn-sts
charge+administrative-fr = preferredTerm-admn-sts
comit%C3%A9+consultatif+pour+l%E2%80%99%C3%A9valuation+des+risques+en+mati%C3%A8re+de+pharmacovigilance-fr = supersededTerm-admn-sts
commission+multilat%C3%A9rale+d%27interchange-fr = preferredTerm-admn-sts
coop%C3%A9ration+nordique-baltique-fr = preferredTerm-admn-sts
course+au+droit+d%27asile-fr = preferredTerm-admn-sts
d%C3%A9pense+effective-fr = admittedTerm-admn-sts
direction+g%C3%A9n%C3%A9rale+de+l%E2%80%99emploi%2C+des+affaires+sociales+et+de+l%E2%80%99%C3%A9galit%C3%A9+des+chances-fr = supersededTerm-admn-sts
exploitation+agricole-fr = preferredTerm-admn-sts
exploitation+sexuelle+commerciale+des+enfants+%28ESCE%29-fr = admittedTerm-admn-sts
feuille+de+route+pour+l%27%C3%A9nergie+%C3%A0+l%27horizon+2050-fr = preferredTerm-admn-sts
frais+r%C3%A9els-fr = admittedTerm-admn-sts
incapacit%C3%A9-fr = supersededTerm-admn-sts
institution+de+financement+du+d%C3%A9veloppement-fr = preferredTerm-admn-sts
instructions+permanentes-fr = preferredTerm-admn-sts
la+Jamahiriya+arabe+libyenne+populaire+et+socialiste-fr = supersededTerm-admn-sts
lard+dorsal-fr = preferredTerm-admn-sts
limon+argileux+fin-fr = preferredTerm-admn-sts
objet+d%27art-fr = admittedTerm-admn-sts
obligation+garantie-fr = preferredTerm-admn-sts
octroi+du+statut+de+r%C3%A9fugi%C3%A9-fr = preferredTerm-admn-sts
protection+subsidiaire-fr = preferredTerm-admn-sts
reconnaissance+d%27explosifs+et+de+munitions-fr = preferredTerm-admn-sts
s%C3%A9jour+exc%C3%A9dant+trois+mois-fr = admittedTerm-admn-sts
service+anti-drogue-fr = deprecatedTerm-admn-sts
strat%C3%A9gie+de+s%C3%BBret%C3%A9+maritime+de+l%27UE-fr = preferredTerm-admn-sts
tour-fr = preferredTerm-admn-sts
trombinoscope-fr = admittedTerm-admn-sts
%28production+de%29+gaz+%C3%A0+partir+de+l%27%C3%A9lectricit%C3%A9-fr = admittedTerm-admn-sts
%C3%85rhus-fr = admittedTerm-admn-sts
Agence+ex%C3%A9cutive+du+r%C3%A9seau+transeurop%C3%A9en+de+transport-fr = supersededTerm-admn-sts
CITL-fr = supersededTerm-admn-sts
CPE-fr = supersededTerm-admn-sts
Conf%C3%A9d%C3%A9ration+des+organisations+familiales+de+l%27Union+europ%C3%A9enne-fr = supersededTerm-admn-sts
Conseil+europ%C3%A9en+pour+la+recherche+nucl%C3%A9aire-fr = supersededTerm-admn-sts
Convention+sur+la+conservation+des+droits+%C3%A0+pension+des+migrants%2C+de+1935+%28C48%29-fr = supersededTerm-admn-sts
DG+D%C3%A9veloppement-fr = supersededTerm-admn-sts
F%C3%A9d%C3%A9ration+internationale+des+associations+de+biblioth%C3%A9caires-fr = supersededTerm-admn-sts
GERT-fr = supersededTerm-admn-sts
Groupe+%22Questions+financi%C3%A8res%22-fr = supersededTerm-admn-sts
INCC-fr = supersededTerm-admn-sts
Journ%C3%A9e+des+Nations+Unies+pour+les+droits+de+la+femme+et+la+paix+internationale-fr = preferredTerm-admn-sts
Laboratoire+Hydrologie+et+Am%C3%A9nagements-fr = supersededTerm-admn-sts
Office+europ%C3%A9en+de+police-fr = supersededTerm-admn-sts
Protocole+sur+les+privil%C3%A8ges+et+immunit%C3%A9s+des+Communaut%C3%A9s+europ%C3%A9ennes-fr = supersededTerm-admn-sts
RRC-fr = supersededTerm-admn-sts
Rapport+sur+la+citoyennet%C3%A9+de+l%E2%80%99Union-fr = supersededTerm-admn-sts
autorit%C3%A9+de+r%C3%A9solution+au+niveau+du+groupe-fr = preferredTerm-admn-sts
autorit%C3%A9+responsable+de+la+d%C3%A9termination-fr = preferredTerm-admn-sts
b%C3%A9n%C3%A9fice+r%C3%A9ciproque-fr = preferredTerm-admn-sts
bouclier+vie+priv%C3%A9e-fr = deprecatedTerm-admn-sts
comit%C3%A9+consultatif+mixte+UE-Serbie-fr = preferredTerm-admn-sts
commissaire+charg%C3%A9+de+l%27%C3%A9ducation+%2C+de+la+culture+%2C+du+multilinguisme+et+de+a+jeunesse-fr = supersededTerm-admn-sts
compte+rendu+post%C3%A9rieur+%C3%A0+l%27exercice-fr = supersededTerm-admn-sts
correction+des+variations+saisonni%C3%A8res-fr = preferredTerm-admn-sts
cours+spot-fr = admittedTerm-admn-sts
dichlorure+de+carbone-fr = deprecatedTerm-admn-sts
directive+%22t%C3%A9l%C3%A9vision+sans+fronti%C3%A8res%22-fr = supersededTerm-admn-sts
enfant+l%C3%A9gitime-fr = supersededTerm-admn-sts
enfant+naturel+simple-fr = supersededTerm-admn-sts
externalisation+ouverte-fr = preferredTerm-admn-sts
garanties+n%C3%A9gatives+de+s%C3%A9curit%C3%A9-fr = preferredTerm-admn-sts
grade+SAE-fr = admittedTerm-admn-sts
infection+par+le+virus+de+la+n%C3%A9crose+h%C3%A9matopo%C3%AF%C3%A9tique+infectieuse-fr = preferredTerm-admn-sts
litt%C3%A9ratie-fr = admittedTerm-admn-sts
m%C3%A9canisme+correcteur+de+r%C3%A9partition-fr = deprecatedTerm-admn-sts
m%C3%A9canisme+d%27ajustement+structurel-fr = supersededTerm-admn-sts
oligophr%C3%A9nie+ph%C3%A9nylpyruvique-fr = supersededTerm-admn-sts
organisme+receveur-fr = preferredTerm-admn-sts
personnes+LGBTI-fr = preferredTerm-admn-sts
poly%28t%C3%A9r%C3%A9phtalate+d%27%C3%A9thyl%C3%A8ne%29-fr = preferredTerm-admn-sts
programmes+de+stabilit%C3%A9+ou+de+convergence-fr = preferredTerm-admn-sts
radiation+ionisante-fr = admittedTerm-admn-sts
refus+d%27admission-fr = admittedTerm-admn-sts
s%C3%A9jour+l%C3%A9gal-fr = admittedTerm-admn-sts
section+d%27analyse+et+planification+militaire-fr = supersededTerm-admn-sts
strat%C3%A9gie+de+l%27UE+concernant+la+lutte+contre+le+terrorisme+et+les+combattants+%C3%A9trangers-fr = supersededTerm-admn-sts
trait%C3%A9+bilat%C3%A9ral+d%27investissement-fr = preferredTerm-admn-sts
vent+grand+largue-fr = supersededTerm-admn-sts
visa+de+moyen+s%C3%A9jour-fr = admittedTerm-admn-sts
Accord+d%27exploitation+relatif+%C3%A0+l%27Organisation+internationale+de+t%C3%A9l%C3%A9communications+mobiles+par+satellites-fr = supersededTerm-admn-sts
Agence+nationale+pour+le+d%C3%A9veloppement+technologique-fr = supersededTerm-admn-sts
Byzance-fr = supersededTerm-admn-sts
CCITT-fr = supersededTerm-admn-sts
Comit%C3%A9+de+s%C3%A9curit%C3%A9+%28INFOSEC+-+experts%29-fr = supersededTerm-admn-sts
Comit%C3%A9+international+d%27enregistrement+des+fr%C3%A9quences-fr = supersededTerm-admn-sts
Comit%C3%A9+permanent+pour+la+mise+en+oeuvre+de+la+directive+concernant+la+mise+sur+le+march%C3%A9+des+produits+biocides-fr = supersededTerm-admn-sts
Convention+sur+l%27assurance-maladie+%28agriculture%29%2C+de+1927+%28C25%29-fr = supersededTerm-admn-sts
Direction+3+-+Relations+ext%C3%A9rieures-fr = supersededTerm-admn-sts
EMPL-fr = supersededTerm-admn-sts
Institut+des+applications+spatiales-fr = supersededTerm-admn-sts
Institut+des+syst%C3%A8mes%2C+de+l%27informatique+et+de+la+s%C3%BBret%C3%A9-fr = supersededTerm-admn-sts
S%C3%A9curit%C3%A9%2C+s%C3%BBret%C3%A9+et+syst%C3%A8mes+d%27information+et+de+communication-fr = supersededTerm-admn-sts
Tsiganes-fr = deprecatedTerm-admn-sts
UGPFE-fr = supersededTerm-admn-sts
accord+interinstitutionnel+relatif+%C3%A0+l%27am%C3%A9lioration+de+la+r%C3%A9glementation-fr = supersededTerm-admn-sts
animal+utilis%C3%A9+%C3%A0+des+fins+scientifiques-fr = admittedTerm-admn-sts
cabinet+f%C3%A9d%C3%A9ral-fr = supersededTerm-admn-sts
certificat+d%27examen+%C2%ABCE%C2%BB+de+type-fr = supersededTerm-admn-sts
collectivit%C3%A9+d%C3%A9partementale+de+Mayotte-fr = supersededTerm-admn-sts
comit%C3%A9+de+suivi+UE-%C3%89tats-Unis-fr = supersededTerm-admn-sts
comp%C3%A9tences+de+base-fr = preferredTerm-admn-sts
conseiller+linguistique-fr = supersededTerm-admn-sts
correction+britannique-fr = admittedTerm-admn-sts
cours+moyen+pond%C3%A9r%C3%A9+en+fonction+du+volume-fr = preferredTerm-admn-sts
densit%C3%A9+de+l%27air-fr = admittedTerm-admn-sts
engin+explosif+improvis%C3%A9-fr = preferredTerm-admn-sts
exp%C3%A9dition-fr = deprecatedTerm-admn-sts
facteur+de+charge-fr = preferredTerm-admn-sts
frais+de+transport-fr = preferredTerm-admn-sts
hotspot+WiFi-fr = deprecatedTerm-admn-sts
immigration+ill%C3%A9gale-fr = admittedTerm-admn-sts
journalisme+de+donn%C3%A9es-fr = preferredTerm-admn-sts
logiciel+libre-fr = preferredTerm-admn-sts
offre+de+travail-fr = preferredTerm-admn-sts
pays+de+transit-fr = preferredTerm-admn-sts
pays+membre+d%27accueil-fr = admittedTerm-admn-sts
planification+d%27anticipation-fr = preferredTerm-admn-sts
processus+de+paix+au+Proche-Orient-fr = preferredTerm-admn-sts
procureur+des+droits+de+l%27homme-fr = preferredTerm-admn-sts
s%C3%A9jour+%C3%A0+dur%C3%A9e+illimit%C3%A9e-fr = admittedTerm-admn-sts
simulateur+d%27entra%C3%AEnement+au+vol-fr = preferredTerm-admn-sts
soci%C3%A9t%C3%A9+captive+d%27assurance-fr = preferredTerm-admn-sts
syst%C3%A8me+d%27analyse+des+risques+et+ma%C3%AEtrise+des+points+critiques-fr = deprecatedTerm-admn-sts
syst%C3%A8me+de+freinage+m%C3%A9canique-fr = preferredTerm-admn-sts
syst%C3%A8me+europ%C3%A9en+d%27assurance+des+d%C3%A9p%C3%B4ts-fr = preferredTerm-admn-sts
tour+en+treillis-fr = preferredTerm-admn-sts
vitesse+de+d%C3%A9marrage-fr = admittedTerm-admn-sts
%C3%A9ducation+et+formation+tout+au+long+de+la+vie-fr = supersededTerm-admn-sts
Commission+des+migrations%2C+des+r%C3%A9fugi%C3%A9s+et+de+la+d%C3%A9mographie-fr = supersededTerm-admn-sts
Commission+internationale+des+p%C3%AAcheries+de+l%27Atlantique+Nord-Ouest-fr = supersededTerm-admn-sts
Conseil+consultatif+r%C3%A9gional+de+la+mer+du+Nord-fr = supersededTerm-admn-sts
Convention+sur+la+protection+des+dockers+contre+les+accidents+%28r%C3%A9vis%C3%A9e%29%2C+de+1932+%28C32%29-fr = supersededTerm-admn-sts
Cour+de+Justice+des+Communaut%C3%A9s+europ%C3%A9ennes-fr = supersededTerm-admn-sts
EUSA-fr = preferredTerm-admn-sts
F%C3%A9d%C3%A9ration+internationale+d%27athl%C3%A9tisme+amateur-fr = supersededTerm-admn-sts
P%C3%A9kin-fr = preferredTerm-admn-sts
Protocole+sur+l%27application+de+certains+aspects+de+l%27article+14+du+trait%C3%A9+instituant+la+Communaut%C3%A9+europ%C3%A9enne+au+Royaume-Uni+et+%C3%A0+l%27Irlande-fr = supersededTerm-admn-sts
RPT-fr = supersededTerm-admn-sts
Tribunal+de+premi%C3%A8re+instance+des+Communaut%C3%A9s+europ%C3%A9ennes-fr = supersededTerm-admn-sts
Union+de+l%27innovation-fr = preferredTerm-admn-sts
acc%C3%A8s+transfronti%C3%A8re+aux+contenus+en+ligne-fr = preferredTerm-admn-sts
bloggeur-fr = supersededTerm-admn-sts
chalut+%C3%A0+perche-fr = preferredTerm-admn-sts
citoyennet%C3%A9+communautaire-fr = deprecatedTerm-admn-sts
client-fr = deprecatedTerm-admn-sts
comit%C3%A9+de+gestion+de+l%27organisation+commune+des+march%C3%A9s+agricoles-fr = supersededTerm-admn-sts
conseil+consultatif+r%C3%A9gional-fr = supersededTerm-admn-sts
d%C3%A9cision+fiscale+anticip%C3%A9e-fr = preferredTerm-admn-sts
droit+%C3%A0+acc%C3%A9der+%C3%A0+un+tribunal+impartial-fr = preferredTerm-admn-sts
examen+du+march%C3%A9+int%C3%A9rieur-fr = supersededTerm-admn-sts
fonds+pour+les+migrations+et+l%27asile-fr = supersededTerm-admn-sts
fonds+secrets-fr = admittedTerm-admn-sts
frein+de+secours-fr = preferredTerm-admn-sts
g%C3%A9othermie+de+tr%C3%A8s+basse+%C3%A9nergie-fr = admittedTerm-admn-sts
groupe+%C2%ABCrise+automobile%C2%BB-fr = supersededTerm-admn-sts
infection+%C3%A0+Bonamia+exitiosa-fr = preferredTerm-admn-sts
infrastructure+d%27information-fr = preferredTerm-admn-sts
orientation+commune-fr = supersededTerm-admn-sts
pacage-fr = admittedTerm-admn-sts
pacte+pour+l%27euro+plus-fr = preferredTerm-admn-sts
pays+d%27exportation-fr = deprecatedTerm-admn-sts
prospectus+d%27admission+%C3%A0+la+cote+d%27une+bourse+de+valeurs-fr = supersededTerm-admn-sts
psittacose-fr = supersededTerm-admn-sts
puissance+d%27achat-fr = preferredTerm-admn-sts
responsabilit%C3%A9+de+prot%C3%A9ger-fr = preferredTerm-admn-sts
s%C3%A9jour+de+plus+de+trois+mois-fr = preferredTerm-admn-sts
statut+zoosanitaire-fr = preferredTerm-admn-sts
stock+p%C3%A9trolier+de+s%C3%A9curit%C3%A9-fr = preferredTerm-admn-sts
tro%C3%AFka+du+Comit%C3%A9+de+l%27article+36-fr = supersededTerm-admn-sts
%C3%A9conomie+num%C3%A9rique-fr = admittedTerm-admn-sts
Alliance+mondiale+contre+le+changement+climatique-fr = preferredTerm-admn-sts
Autorit%C3%A9+europ%C3%A9enne+du+march%C3%A9+des+communications+%C3%A9lectroniques-fr = supersededTerm-admn-sts
CIEA-fr = supersededTerm-admn-sts
CSN-fr = supersededTerm-admn-sts
Comit%C3%A9+de+l%27article+36-fr = supersededTerm-admn-sts
Comit%C3%A9+nig%C3%A9rian+de+d%C3%A9fense+des+droits+de+l%27homme-fr = preferredTerm-admn-sts
Commission+des+recours+des+r%C3%A9fugi%C3%A9s-fr = supersededTerm-admn-sts
DG+%C3%89nergie+et+transports-fr = supersededTerm-admn-sts
DG+Sant%C3%A9+et+protection+des+consommateurs-fr = supersededTerm-admn-sts
Direction+1+-+Commerce%2C+d%C3%A9veloppement%2C+questions+horizontales%2C+soutien+du+Conseil+des+affaires+%C3%A9trang%C3%A8res-fr = supersededTerm-admn-sts
Direction+g%C3%A9n%C3%A9rale+XVI-Politique+r%C3%A9gionale+et+coh%C3%A9sion-fr = supersededTerm-admn-sts
EUCIS-LLL-fr = supersededTerm-admn-sts
FUSL-fr = supersededTerm-admn-sts
Isurid%C3%A9s-fr = deprecatedTerm-admn-sts
